,gene_id
3199,Phactr1
3200,Phactr3
3201,Phax
3202,Phb2
3203,Phc2
3204,Phf20
3205,Phf20l1
3206,Phf3
3207,Phf5a
3208,Phf6
3209,Phgdh
3210,Phip
3211,Phka1
3212,Phkg1
3213,Phlda1
3214,Phldb2
3215,Phospho2
3216,Phpt1
3217,Phyh
3218,Phyhipl
3219,Pi4ka
3220,Pias1
3221,Pias2
3222,Picalm
3223,Pid1
3224,Pigc
3225,Pigk
3226,Pigp
3227,Pigs
3228,Pigu
3229,Pik3c2a
3230,Pik3ca
3231,Pik3ip1
3232,Pik3r1
3233,Pim3
3234,Pin1
3235,Pink1
3236,Pip4k2a
3237,Pip5k1c
3238,Pisd
3239,Pisd-ps1
3240,Pithd1
3241,Pitpna
3242,Pitpnb
3243,Pitpnc1
3244,Pja1
3245,Pja2
3246,Pkia
3247,Pkib
3248,Pkig
3249,Pkm
3250,Pknox2
3251,Pla2g16
3252,Pla2g7
3253,Plaa
3254,Plat
3255,Plcb1
3256,Plcb4
3257,Plcd4
3258,Plch2
3259,Plcxd2
3260,Plcxd3
3261,Pld3
3262,Plekha1
3263,Plekha5
3264,Plekhb1
3265,Plekhb2
3266,Plekhg3
3267,Plk2
3268,Pllp
3269,Pln
3270,Plod1
3271,Plp1
3272,Plrg1
3273,Pls3
3274,Pltp
3275,Plxdc2
3276,Plxna2
3277,Plxna4
3278,Pmm1
3279,Pmp22
3280,Pmpcb
3281,Pmvk
3282,Pnck
3283,Pnisr
3284,Pnkd
3285,Pnmal1
3286,Pnmal2
3287,Pnn
3288,Pnoc
3289,Pnpla2
3290,Pnpla8
3291,Pnpo
3292,Pnpt1
3293,Pnrc1
3294,Pnrc2
3295,Podxl
3296,Podxl2
3297,Poglut1
3298,Polb
3299,Poldip2
3300,Pole4
3301,Polr1d
3302,Polr2b
3303,Polr2c
3304,Polr2e
3305,Polr2g
3306,Polr2j
3307,Polr2m
3308,Polr3h
3309,Polr3k
3310,Pomgnt1
3311,Pomp
3312,Pon2
3313,Pop5
3314,Por
3315,Porcn
3316,Pou3f2
3317,Ppa1
3318,Ppa2
3319,Ppap2a
3320,Ppap2b
3321,Ppapdc1a
3322,Ppapdc2
3323,Ppargc1a
3324,Ppfia2
3325,Ppfibp1
3326,Ppia
3327,Ppib
3328,Ppid
3329,Ppig
3330,Ppil2
3331,Ppil4
3332,Ppip5k1
3333,Ppm1a
3334,Ppm1e
3335,Ppm1g
3336,Ppm1h
3337,Ppm1l
3338,Ppme1
3339,Ppox
3340,Ppp1ca
3341,Ppp1cb
3342,Ppp1r11
3343,Ppp1r12a
3344,Ppp1r12b
3345,Ppp1r12c
3346,Ppp1r14a
3347,Ppp1r14c
3348,Ppp1r1a
3349,Ppp1r1b
3350,Ppp1r2
3351,Ppp1r3c
3352,Ppp1r3g
3353,Ppp1r7
3354,Ppp1r9a
3355,Ppp2ca
3356,Ppp2cb
3357,Ppp2r1a
3358,Ppp2r2a
3359,Ppp2r2b
3360,Ppp2r2c
3361,Ppp2r2d
3362,Ppp2r4
3363,Ppp2r5c
3364,Ppp2r5d
3365,Ppp3ca
3366,Ppp3cb
3367,Ppp3r1
3368,Ppp4c
3369,Ppp5c
3370,Ppp6c
3371,Ppp6r3
3372,Ppt1
3373,Pqbp1
3374,Praf2
3375,Prdx1
3376,Prdx2
3377,Prdx3
3378,Prdx4
3379,Prdx5
3380,Prdx6
3381,Preb
3382,Prelid1
3383,Prelp
3384,Prepl
3385,Prex2
3386,Prickle1
3387,Prickle2
3388,Prkacb
3389,Prkag1
3390,Prkar1a
3391,Prkar1b
3392,Prkar2b
3393,Prkca
3394,Prkcb
3395,Prkcdbp
3396,Prkce
3397,Prkcg
3398,Prkcsh
3399,Prkcz
3400,Prmt2
3401,Prmt5
3402,Prmt7
3403,Prmt8
3404,Prnp
3405,Prodh
3406,Prom1
3407,Pros1
3408,Prosc
3409,Prox1
3410,Prpf18
3411,Prpf38b
3412,Prpf39
3413,Prpf40a
3414,Prpf4b
3415,Prpf6
3416,Prpf8
3417,Prph
3418,Prps1
3419,Prpsap1
3420,Prr13
3421,Prrc2c
3422,Prrt2
3423,Prss12
3424,Prss23
3425,Psap
3426,Psat1
3427,Psd2
3428,Psd3
3429,Psen1
3430,Psip1
3431,Psma1
3432,Psma2
3433,Psma3
3434,Psma4
3435,Psma5
3436,Psma6
3437,Psma7
3438,Psmb1
3439,Psmb10
3440,Psmb2
3441,Psmb3
3442,Psmb4
3443,Psmb5
3444,Psmb6
3445,Psmb7
3446,Psmb8
3447,Psmc1
3448,Psmc2
3449,Psmc3
3450,Psmc4
3451,Psmc5
3452,Psmc6
3453,Psmd1
3454,Psmd10
3455,Psmd11
3456,Psmd12
3457,Psmd13
3458,Psmd14
3459,Psmd2
3460,Psmd3
3461,Psmd4
3462,Psmd5
3463,Psmd6
3464,Psmd7
3465,Psmd8
3466,Psme1
3467,Psme2
3468,Psme3
3469,Psme4
3470,Psmg2
3471,Pspc1
3472,Psph
3473,Ptbp2
3474,Ptbp3
3475,Ptcd2
3476,Ptcd3
3477,Ptchd4
3478,Ptdss1
3479,Ptdss2
3480,Pten
3481,Ptgds
3482,Ptgfr
3483,Ptgr2
3484,Ptgs2
3485,Pthlh
3486,Ptk2
3487,Ptk2b
3488,Ptma
3489,Ptn
3490,Ptov1
3491,Ptp4a2
3492,Ptp4a3
3493,Ptplad1
3494,Ptplb
3495,Ptpmt1
3496,Ptpn2
3497,Ptpn4
3498,Ptpn5
3499,Ptpra
3500,Ptprb
3501,Ptprd
3502,Ptpre
3503,Ptprg
3504,Ptprk
3505,Ptprm
3506,Ptprn
3507,Ptprn2
3508,Ptpro
3509,Ptprs
3510,Ptprt
3511,Ptprz1
3512,Ptrf
3513,Pts
3514,Pttg1
3515,Pttg1ip
3516,Puf60
3517,Pum1
3518,Pum2
3519,Pura
3520,Purb
3521,Pvalb
3522,Pvrl3
3523,Pwwp2a
3524,Pxk
3525,Pygb
3526,Pygm
3527,Pyurf
3528,Qdpr
3529,Qk
3530,Qpct
3531,Qrfpr
3532,Qrich1
3533,R3hdm1
3534,R3hdm2
3535,R3hdm4
3536,Rab1
3537,Rab10
3538,Rab11a
3539,Rab11b
3540,Rab12
3541,Rab14
3542,Rab15
3543,Rab18
3544,Rab1b
3545,Rab24
3546,Rab26
3547,Rab27b
3548,Rab28
3549,Rab2a
3550,Rab2b
3551,Rab30
3552,Rab31
3553,Rab33a
3554,Rab34
3555,Rab3a
3556,Rab3b
3557,Rab3c
3558,Rab3gap1
3559,Rab3gap2
3560,Rab3il1
3561,Rab4a
3562,Rab4b
3563,Rab5a
3564,Rab6a
3565,Rab6b
3566,Rab7
3567,Rab8a
3568,Rab9
3569,Rabac1
3570,Rabep1
3571,Rabgap1
3572,Rabgap1l
3573,Rabggta
3574,Rabggtb
3575,Rabif
3576,Rabl2
3577,Rac1
3578,Rad21
3579,Rae1
3580,Raf1
3581,Rala
3582,Ralbp1
3583,Ralgapa1
3584,Ralgds
3585,Ralyl
3586,Ramp1
3587,Ramp2
3588,Ramp3
3589,Ran
3590,Ranbp1
3591,Ranbp2
3592,Ranbp6
3593,Rangap1
3594,Rap1a
3595,Rap1b
3596,Rap1gds1
3597,Rapgef3
3598,Rapgef4
3599,Rapgef5
3600,Rapgef6
3601,Raph1
3602,Rars
3603,Rasa1
3604,Rasa2
3605,Rasal2
3606,Rasd2
3607,Rasgef1a
3608,Rasgef1b
3609,Rasgrf1
3610,Rasgrf2
3611,Rasgrp1
3612,Rasgrp3
3613,Rasl10a
3614,Rasl11a
3615,Rasl11b
3616,Rb1
3617,Rb1cc1
3618,Rbbp4
3619,Rbbp6
3620,Rbbp7
3621,Rbbp9
3622,Rbck1
3623,Rbfox1
3624,Rbfox3
3625,Rbm17
3626,Rbm18
3627,Rbm25
3628,Rbm26
3629,Rbm28
3630,Rbm33
3631,Rbm39
3632,Rbm42
3633,Rbm4b
3634,Rbm5
3635,Rbm6
3636,Rbm7
3637,Rbm8a
3638,Rbms1
3639,Rbms3
3640,Rbmx
3641,Rbp1
3642,Rbp4
3643,Rbpms
3644,Rbx1
3645,Rc3h2
3646,Rcan2
3647,Rchy1
3648,Rcn1
3649,Rcn2
3650,Rdh11
3651,Rdh14
3652,Rdx
3653,Reep1
3654,Reep2
3655,Reep3
3656,Reep5
3657,Reln
3658,Reps2
3659,Rer1
3660,Resp18
3661,Rev3l
3662,Rexo2
3663,Rfc1
3664,Rfk
3665,Rfng
3666,Rfx3
3667,Rfx4
3668,Rfxap
3669,Rgcc
3670,Rgl1
3671,Rgmb
3672,Rgs10
3673,Rgs12
3674,Rgs16
3675,Rgs17
3676,Rgs2
3677,Rgs20
3678,Rgs4
3679,Rgs5
3680,Rgs7
3681,Rgs7bp
3682,Rgs8
3683,Rhbdd2
3684,Rhbdf1
3685,Rhbdl1
3686,Rheb
3687,Rhoa
3688,Rhob
3689,Rhoc
3690,Rhog
3691,Rhoj
3692,Rhot1
3693,Ric3
3694,Ric8
3695,Rictor
3696,Rif1
3697,Rilpl1
3698,Rims2
3699,Rims3
3700,Rin2
3701,Riok3
3702,Rit1
3703,Rit2
3704,Rmdn1
3705,Rmnd1
3706,Rmnd5a
3707,Rmnd5b
3708,Rmst
3709,Rn18s-rs5
3710,Rnase4
3711,Rnasek
3712,Rnd2
3713,Rnd3
3714,Rnf103
3715,Rnf11
3716,Rnf112
3717,Rnf114
3718,Rnf115
3719,Rnf128
3720,Rnf13
3721,Rnf130
3722,Rnf138
3723,Rnf139
3724,Rnf14
3725,Rnf141
3726,Rnf146
3727,Rnf157
3728,Rnf167
3729,Rnf180
3730,Rnf181
3731,Rnf187
3732,Rnf2
3733,Rnf20
3734,Rnf215
3735,Rnf220
3736,Rnf34
3737,Rnf4
3738,Rnf41
3739,Rnf5
3740,Rnf6
3741,Rnf7
3742,Rnft1
3743,Rnh1
3744,Rnmt
3745,Rnpc3
3746,Rnpep
3747,Rnr1
3748,Rnr2
3749,Robo2
3750,Rock1
3751,Rock2
3752,Rogdi
3753,Romo1
3754,Rora
3755,Rorb
3756,Rpf2
3757,Rph3a
3758,Rpl10
3759,Rpl13
3760,Rpl13a
3761,Rpl14
3762,Rpl15
3763,Rpl18
3764,Rpl18a
3765,Rpl19
3766,Rpl21
3767,Rpl22l1
3768,Rpl23
3769,Rpl26
3770,Rpl3
3771,Rpl32
3772,Rpl34
3773,Rpl37
3774,Rpl37a
3775,Rpl38
3776,Rpl4
3777,Rpl41
3778,Rpl7
3779,Rpl7l1
3780,Rpl8
3781,Rpl9
3782,Rplp0
3783,Rplp1
3784,Rplp2
3785,Rpn1
3786,Rpn2
3787,Rpp14
3788,Rpp25
3789,Rpp30
3790,Rprm
3791,Rprml
3792,Rps11
3793,Rps13
3794,Rps14
3795,Rps15
3796,Rps15a
3797,Rps18
3798,Rps19
3799,Rps2
3800,Rps21
3801,Rps23
3802,Rps24
3803,Rps25
3804,Rps27
3805,Rps27a
3806,Rps27l
3807,Rps29
3808,Rps3
3809,Rps3a1
3810,Rps4l
3811,Rps4x
3812,Rps5
3813,Rps6kb1
3814,Rps6kb2
3815,Rps8
3816,Rps9
3817,Rpusd1
3818,Rraga
3819,Rragb
3820,Rragc
3821,Rras
3822,Rrp1
3823,Rsf1
3824,Rsl1d1
3825,Rspo1
3826,Rsrc2
3827,Rsrp1
3828,Rsu1
3829,Rtca
3830,Rtcb
3831,Rtfdc1
3832,Rtn1
3833,Rtn3
3834,Rtn4
3835,Rtn4rl1
3836,Rufy2
3837,Rufy3
3838,Rundc3a
3839,Runx1t1
3840,Rusc1
3841,Rwdd2a
3842,Rxfp1
3843,Ryr2
3844,S100a1
3845,S100a10
3846,S100a11
3847,S100a13
3848,S100a16
3849,S100a6
3850,S100b
3851,S1pr1
3852,Sacm1l
3853,Sae1
3854,Samd12
3855,Samd3
3856,Samm50
3857,Sap18
3858,Sar1a
3859,Sar1b
3860,Saraf
3861,Sars
3862,Sat1
3863,Satb1
3864,Sbds
3865,Sbf2
3866,Sbno1
3867,Sc5d
3868,Scaf11
3869,Scai
3870,Scamp1
3871,Scamp2
3872,Scamp3
3873,Scamp5
3874,Scaper
3875,Scara3
3876,Scarb2
3877,Sccpdh
3878,Scd2
3879,Scfd1
3880,Scg2
3881,Scg3
3882,Scg5
3883,Scn1a
3884,Scn1b
3885,Scn2a1
3886,Scn2b
3887,Scn3a
3888,Scn8a
3889,Scnn1a
3890,Scoc
3891,Scp2
3892,Scpep1
3893,Scrg1
3894,Sdc2
3895,Sdcbp
3896,Sdccag3
3897,Sdf2
3898,Sdf4
3899,Sdha
3900,Sdhaf2
3901,Sdhb
3902,Sdhc
3903,Sdhd
3904,Sdpr
3905,Sec11a
3906,Sec11c
3907,Sec13
3908,Sec14l1
3909,Sec22b
3910,Sec23a
3911,Sec23b
3912,Sec31a
3913,Sec61a1
3914,Sec61a2
3915,Sec62
3916,Sec63
3917,Secisbp2l
3918,Seh1l
3919,Sel1l
3920,Sel1l3
3921,Selk
3922,Selm
3923,Sema3a
3924,Sema3c
3925,Sema3e
3926,Sema4a
3927,Sema5a
3928,Sema6d
3929,Senp2
3930,Sep15
3931,Sepp1
3932,Sept11
3933,Sept3
3934,Sept4
3935,Sept6
3936,Sept7
3937,Sept8
3938,Sepw1
3939,Serbp1
3940,Serinc1
3941,Serinc3
3942,Serp1
3943,Serp2
3944,Serpina3n
3945,Serpinb6a
3946,Serpinb9
3947,Serpine2
3948,Serpinf1
3949,Serping1
3950,Serpinh1
3951,Serpini1
3952,Sesn1
3953,Sestd1
3954,Setd2
3955,Setd3
3956,Setx
3957,Sez6
3958,Sez6l2
3959,Sf1
3960,Sf3a3
3961,Sf3b1
3962,Sf3b2
3963,Sf3b3
3964,Sf3b5
3965,Sf3b6
3966,Sfpq
3967,Sfr1
3968,Sfxn1
3969,Sfxn3
3970,Sgcb
3971,Sgce
3972,Sgip1
3973,Sgk1
3974,Sgms1
3975,Sgpp1
3976,Sgsm1
3977,Sgsm3
3978,Sgta
3979,Sgtb
3980,Sh3bgrl
3981,Sh3bgrl3
3982,Sh3gl1
3983,Sh3gl2
3984,Sh3gl3
3985,Sh3glb1
3986,Sh3glb2
3987,Shank1
3988,Shfm1
3989,Shisa4
3990,Shisa5
3991,Shisa9
3992,Shoc2
3993,Shprh
3994,Shroom2
3995,Sidt2
3996,Sike1
3997,Sin3b
3998,Sipa1l1
3999,Sirpa
4000,Sirt2
4001,Sirt3
4002,Sirt4
4003,Sirt7
4004,Skiv2l2
4005,Skp1a
4006,Slbp
4007,Slc12a2
4008,Slc12a5
4009,Slc15a2
4010,Slc16a1
4011,Slc16a4
4012,Slc17a6
4013,Slc17a7
4014,Slc17a8
4015,Slc19a1
4016,Slc1a1
4017,Slc1a2
4018,Slc1a3
4019,Slc1a4
4020,Slc20a1
4021,Slc20a2
4022,Slc22a17
4023,Slc22a8
4024,Slc23a2
4025,Slc24a2
4026,Slc24a3
4027,Slc25a1
4028,Slc25a11
4029,Slc25a12
4030,Slc25a14
4031,Slc25a17
4032,Slc25a18
4033,Slc25a22
4034,Slc25a27
4035,Slc25a3
4036,Slc25a33
4037,Slc25a36
4038,Slc25a39
4039,Slc25a4
4040,Slc25a44
4041,Slc25a46
4042,Slc25a5
4043,Slc26a4
4044,Slc27a1
4045,Slc2a1
4046,Slc2a13
4047,Slc2a3
4048,Slc30a10
4049,Slc30a3
4050,Slc30a4
4051,Slc30a5
4052,Slc30a6
4053,Slc30a9
4054,Slc31a1
4055,Slc35a1
4056,Slc35a2
4057,Slc35a5
4058,Slc35b1
4059,Slc35b2
4060,Slc35b4
4061,Slc35f1
4062,Slc35g2
4063,Slc38a1
4064,Slc38a11
4065,Slc38a2
4066,Slc38a3
4067,Slc39a10
4068,Slc39a12
4069,Slc39a6
4070,Slc39a7
4071,Slc3a2
4072,Slc40a1
4073,Slc41a1
4074,Slc44a1
4075,Slc48a1
4076,Slc4a10
4077,Slc4a4
4078,Slc50a1
4079,Slc5a5
4080,Slc5a7
4081,Slc6a1
4082,Slc6a13
4083,Slc6a15
4084,Slc6a17
4085,Slc6a20a
4086,Slc6a6
4087,Slc7a10
4088,Slc7a11
4089,Slc7a14
4090,Slc7a2
4091,Slc7a3
4092,Slc7a4
4093,Slc8a1
4094,Slc9a3r1
4095,Slc9a3r2
4096,Slc9a6
4097,Slco1a4
4098,Slco1c1
4099,Slco2a1
4100,Slco2b1
4101,Slirp
4102,Slitrk2
4103,Slitrk4
4104,Slk
4105,Slmap
4106,Slmo2
4107,Sltm
4108,Slu7
4109,Smad2
4110,Smap1
4111,Smarca2
4112,Smarca4
4113,Smarcb1
4114,Smarcc2
4115,Smarcd3
4116,Smc1a
4117,Smc2
4118,Smc3
4119,Smc5
4120,Smc6
4121,Smdt1
4122,Smek2
4123,Smg1
4124,Smim12
4125,Smim13
4126,Smim14
4127,Smim15
4128,Smim20
4129,Smim3
4130,Smim7
4131,Smox
4132,Smpd1
4133,Smpd2
4134,Smpdl3a
4135,Sms
4136,Smu1
4137,Smyd2
4138,Snap23
4139,Snap25
4140,Snap47
4141,Snap91
4142,Snapc3
4143,Snapc5
4144,Snapin
4145,Snca
4146,Sncb
4147,Sncg
4148,Snhg11
4149,Snhg4
4150,Snrk
4151,Snrnp200
4152,Snrnp27
4153,Snrnp70
4154,Snrpa
4155,Snrpa1
4156,Snrpb
4157,Snrpb2
4158,Snrpd1
4159,Snrpd3
4160,Snrpe
4161,Sntg1
4162,Snw1
4163,Snx1
4164,Snx10
4165,Snx13
4166,Snx14
4167,Snx16
4168,Snx17
4169,Snx2
4170,Snx27
4171,Snx3
4172,Snx32
4173,Snx4
4174,Snx5
4175,Snx6
4176,Snx7
4177,Sobp
4178,Socs2
4179,Socs5
4180,Sod1
4181,Sod2
4182,Sod3
4183,Soga3
4184,Son
4185,Sorbs1
4186,Sorbs2
4187,Sorbs3
4188,Sorcs1
4189,Sorcs3
4190,Sorl1
4191,Sort1
4192,Sos1
4193,Sox17
4194,Sox18
4195,Sox2
4196,Sox2ot
4197,Sox6
4198,Sox9
4199,Sp3
4200,Spag7
4201,Spag9
4202,Sparc
4203,Sparcl1
4204,Spats2l
4205,Spc25
4206,Spcs1
4207,Spcs2
4208,Spcs3
4209,Sphkap
4210,Spin1
4211,Spire1
4212,Spns1
4213,Spock1
4214,Spock2
4215,Spock3
4216,Spon1
4217,Spop
4218,Spp1
4219,Sppl3
4220,Spred1
4221,Sprn
4222,Spry1
4223,Spryd7
4224,Spsb3
4225,Sptan1
4226,Sptbn1
4227,Sptbn2
4228,Sptssa
4229,Sqle
4230,Sqstm1
4231,Sra1
4232,Srebf2
4233,Srek1
4234,Srgap2
4235,Srgap3
4236,Srgn
4237,Sri
4238,Srm
4239,Srp14
4240,Srp19
4241,Srp72
4242,Srp9
4243,Srpk2
4244,Srpr
4245,Srprb
4246,Srr
4247,Srrm1
4248,Srrm2
4249,Srsf1
4250,Srsf10
4251,Srsf11
4252,Srsf2
4253,Srsf3
4254,Srsf5
4255,Srsf6
4256,Srsf7
4257,Srsf9
4258,Srxn1
4259,Ss18
4260,Ssb
4261,Ssbp1
4262,Ssbp2
4263,Ssna1
4264,Ssr1
4265,Ssr2
4266,Ssr3
4267,Ssr4
4268,Ssrp1
4269,Sst
4270,Sstr2
4271,Ssu72
4272,Ssx2ip
4273,St13
4274,St3gal4
4275,St3gal5
4276,St3gal6
4277,St6gal2
4278,St6galnac5
4279,St8sia3
4280,St8sia4
4281,St8sia5
4282,Stac
4283,Stag1
4284,Stag2
4285,Stam
4286,Stambp
4287,Stard3nl
4288,Stard7
4289,Stard8
4290,Stat3
4291,Stau1
4292,Stau2
4293,Stip1
4294,Stk16
4295,Stk17b
4296,Stk25
4297,Stk32c
4298,Stk38
4299,Stmn1
4300,Stmn2
4301,Stmn3
4302,Stmn4
4303,Stoml1
4304,Stoml2
4305,Strap
4306,Strbp
4307,Strip1
4308,Strn3
4309,Strn4
4310,Stt3a
4311,Stt3b
4312,Stub1
4313,Stx12
4314,Stx1a
4315,Stx1b
4316,Stx3
4317,Stx4a
4318,Stx6
4319,Stx7
4320,Stxbp1
4321,Stxbp2
4322,Stxbp3a
4323,Stxbp5
4324,Stxbp5l
4325,Stxbp6
4326,Sub1
4327,Sucla2
4328,Suclg1
4329,Sugt1
4330,Sulf2
4331,Sult1a1
4332,Sult4a1
4333,Sumo1
4334,Sumo3
4335,Sun1
4336,Supt16
4337,Supt20
4338,Supt4a
4339,Supt5
4340,Surf1
4341,Surf4
4342,Susd4
4343,Suv420h1
4344,Sv2a
4345,Sv2b
4346,Svip
4347,Svop
4348,Swi5
4349,Sybu
4350,Syf2
4351,Syn1
4352,Syn2
4353,Syndig1
4354,Syne1
4355,Syne2
4356,Syngr1
4357,Syngr2
4358,Syngr3
4359,Synj1
4360,Synj2
4361,Synj2bp
4362,Synpr
4363,Syp
4364,Sypl
4365,Sys1
4366,Syt1
4367,Syt11
4368,Syt13
4369,Syt16
4370,Syt17
4371,Syt2
4372,Syt4
4373,Syt5
4374,Syt7
4375,Sytl2
4376,Tac1
4377,Tac2
4378,Tacc1
4379,Tada1
4380,Taf1
4381,Taf13
4382,Taf9
4383,Taf9b
4384,Tagln
4385,Tagln2
4386,Tagln3
4387,Taldo1
4388,Tanc2
4389,Tango2
4390,Tank
4391,Taok1
4392,Tapt1
4393,Tardbp
4394,Tars
4395,Tasp1
4396,Tax1bp1
4397,Taz
4398,Tbc1d15
4399,Tbc1d17
4400,Tbc1d19
4401,Tbc1d23
4402,Tbca
4403,Tbcb
4404,Tbce
4405,Tbk1
4406,Tbl1x
4407,Tbp
4408,Tbr1
4409,Tbrg1
4410,Tcaf1
4411,Tcap
4412,Tceal1
4413,Tceal3
4414,Tceal5
4415,Tceal6
4416,Tceal8
4417,Tceb1
4418,Tceb2
4419,Tcerg1
4420,Tcerg1l
4421,Tcf12
4422,Tcf25
4423,Tcf4
4424,Tcn2
4425,Tcp1
4426,Tcp11l2
4427,Tcrb
4428,Tcta
4429,Tecr
4430,Tef
4431,Tek
4432,Tenm1
4433,Tenm2
4434,Tenm4
4435,Terf2ip
4436,Tesc
4437,Tet2
4438,Tex264
4439,Tfg
4440,Tfrc
4441,Tgfb1i1
4442,Tgfbr1
4443,Tgoln1
4444,Tgs1
4445,Th
4446,Them4
4447,Thoc1
4448,Thoc2
4449,Thoc7
4450,Thrb
4451,Thrsp
4452,Thsd7a
4453,Thumpd1
4454,Thumpd3
4455,Thy1
4456,Tia1
4457,Tial1
4458,Tiam1
4459,Tiam2
4460,Timm10
4461,Timm10b
4462,Timm13
4463,Timm17a
4464,Timm21
4465,Timm22
4466,Timm50
4467,Timm8b
4468,Timm9
4469,Timp2
4470,Timp3
4471,Timp4
4472,Tinagl1
4473,Tiparp
4474,Tipin
4475,Tiprl
4476,Tjp1
4477,Tkt
4478,Tlcd1
4479,Tle1
4480,Tle2
4481,Tle4
4482,Tlr3
4483,Tm2d1
4484,Tm2d2
4485,Tm2d3
4486,Tm4sf1
4487,Tm7sf3
4488,Tm9sf1
4489,Tm9sf2
4490,Tm9sf3
4491,Tmbim1
4492,Tmbim4
4493,Tmbim6
4494,Tmc7
4495,Tmcc1
4496,Tmco1
4497,Tmed10
4498,Tmed3
4499,Tmed4
4500,Tmed5
4501,Tmed7
4502,Tmed9
4503,Tmeff1
4504,Tmeff2
4505,Tmem100
4506,Tmem106b
4507,Tmem109
4508,Tmem11
4509,Tmem119
4510,Tmem123
4511,Tmem126a
4512,Tmem128
4513,Tmem129
4514,Tmem130
4515,Tmem132a
4516,Tmem132b
4517,Tmem135
4518,Tmem145
4519,Tmem147
4520,Tmem14a
4521,Tmem14c
4522,Tmem151a
4523,Tmem159
4524,Tmem161b
4525,Tmem163
4526,Tmem165
4527,Tmem167
4528,Tmem170b
4529,Tmem175
4530,Tmem176a
4531,Tmem176b
4532,Tmem178
4533,Tmem179
4534,Tmem179b
4535,Tmem18
4536,Tmem183a
4537,Tmem184c
4538,Tmem191c
4539,Tmem196
4540,Tmem199
4541,Tmem200a
4542,Tmem204
4543,Tmem208
4544,Tmem209
4545,Tmem215
4546,Tmem218
4547,Tmem222
4548,Tmem223
4549,Tmem229a
4550,Tmem234
4551,Tmem246
4552,Tmem25
4553,Tmem256
4554,Tmem258
4555,Tmem261
4556,Tmem29
4557,Tmem30a
4558,Tmem33
4559,Tmem35
4560,Tmem38a
4561,Tmem44
4562,Tmem47
4563,Tmem5
4564,Tmem50a
4565,Tmem50b
4566,Tmem55a
4567,Tmem55b
4568,Tmem56
4569,Tmem59
4570,Tmem59l
4571,Tmem60
4572,Tmem62
4573,Tmem65
4574,Tmem68
4575,Tmem70
4576,Tmem9
4577,Tmem91
4578,Tmem9b
4579,Tmf1
4580,Tmod2
4581,Tmod3
4582,Tmpo
4583,Tmsb10
4584,Tmsb4x
4585,Tmtc4
4586,Tmub2
4587,Tmx1
4588,Tmx2
4589,Tmx3
4590,Tmx4
4591,Tnfaip1
4592,Tnfaip6
4593,Tnfaip8
4594,Tnfaip8l3
4595,Tnfrsf19
4596,Tnfrsf21
4597,Tnik
4598,Tnks2
4599,Tnnc1
4600,Tnnt1
4601,Tnpo1
4602,Tnpo3
4603,Tnrc6a
4604,Tnrc6b
4605,Tns1
4606,Tob1
4607,Tollip
4608,Tom1l2
4609,Tomm20
4610,Tomm22
4611,Tomm34
4612,Tomm40
4613,Tomm6
4614,Tomm7
4615,Tomm70a
4616,Top1
4617,Top2b
4618,Topors
4619,Tor1a
4620,Tor1aip2
4621,Tpbg
4622,Tpd52
4623,Tpd52l1
4624,Tpd52l2
4625,Tpgs2
4626,Tpi1
4627,Tpm1
4628,Tpm2
4629,Tpm3
4630,Tpm4
4631,Tpp1
4632,Tpp2
4633,Tppp
4634,Tppp3
4635,Tpr
4636,Tpra1
4637,Tprgl
4638,Tprkb
4639,Tpst1
4640,Tpst2
4641,Tpt1
4642,Tra2a
4643,Tram1
4644,Tram1l1
4645,Trank1
4646,Trap1
4647,Trappc1
4648,Trappc11
4649,Trappc13
4650,Trappc2l
4651,Trappc3
4652,Trappc4
4653,Trappc6b
4654,Trf
4655,Trh
4656,Trhde
4657,Trhr
4658,Trib2
4659,Tril
4660,Trim2
4661,Trim23
4662,Trim28
4663,Trim3
4664,Trim32
4665,Trim35
4666,Trim37
4667,Trim44
4668,Trim9
4669,Trip11
4670,Trip12
4671,Trmt1
4672,Trmt2a
4673,Trnt1
4674,Tro
4675,Trove2
4676,Trp53bp1
4677,Trp53i11
4678,Trp53inp2
4679,Trpc4ap
4680,Trpc6
4681,Trpc7
4682,Trpm7
4683,Tsc22d1
4684,Tsc22d3
4685,Tsc22d4
4686,Tsen34
4687,Tsg101
4688,Tshz2
4689,Tsn
4690,Tsnax
4691,Tspan13
4692,Tspan15
4693,Tspan2
4694,Tspan3
4695,Tspan31
4696,Tspan5
4697,Tspan6
4698,Tspan7
4699,Tspo
4700,Tspyl1
4701,Tspyl2
4702,Tspyl4
4703,Tsr2
4704,Tssc1
4705,Ttbk2
4706,Ttc1
4707,Ttc14
4708,Ttc19
4709,Ttc3
4710,Ttc33
4711,Ttc39b
4712,Ttc4
4713,Ttc5
4714,Ttc7b
4715,Ttc9b
4716,Ttll1
4717,Ttll7
4718,Ttpal
4719,Ttyh1
4720,Tub
4721,Tuba1a
4722,Tuba1b
4723,Tuba4a
4724,Tuba8
4725,Tubb2a
4726,Tubb2b
4727,Tubb3
4728,Tubb4a
4729,Tubb4b
4730,Tubb5
4731,Tubgcp5
4732,Tug1
4733,Tusc2
4734,Tusc3
4735,Tvp23b
4736,Twf2
4737,Twsg1
4738,Txlna
4739,Txn1
4740,Txn2
4741,Txndc15
4742,Txndc16
4743,Txndc17
4744,Txndc5
